serial_number	content	sample_count	content_list
1211	"=IF(H215=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H215=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1212	"=IF(H227=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H227=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1213	"=IF(H229=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H229=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1214	"=IF(H265=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H265=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1215	"=IF(H271=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H271=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1216	"=IF(H273=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H273=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1217	"=IF(H275=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H275=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1218	"=IF(H290=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H290=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1219	"=IF(H291=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H291=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1220	Marine phytoplanktons	1	['Marine phytoplanktons']
1221	Lake bed sediments 0-2 cm	1	['Lake bed sediments 0-2 cm']
1222	ENVO_01000155	1	['ENVO_01000155']
1223	Mwei.A	1	['Mwei.A']
1224	B.GS	1	['B.GS']
1225	B.LD	1	['B.LD']
1226	sea water 1	1	['sea water 1']
1227	saltern	1	['saltern']
1228	Eau_1	1	['Eau_1']
1229	Produced water [AR-EMMR-04]	1	['Produced water [AR-EMMR-04]']
1230	ENVR1WB1_01_01_01	1	['ENVR1WB1_01_01_01']
1231	ENVR2WB2_01_01_01	1	['ENVR2WB2_01_01_01']
1232	ENVR3WB2_01_01_01	1	['ENVR3WB2_01_01_01']
1233	ENVR4WB3_01_01_01	1	['ENVR4WB3_01_01_01']
1234	ENVR6WA1_01_01_01	1	['ENVR6WA1_01_01_01']
1235	ENVR7WB3_01_01_01	1	['ENVR7WB3_01_01_01']
1236	ENVR8WA1_01_01_01	1	['ENVR8WA1_01_01_01']
1237	ENVR8WB2_01_01_01	1	['ENVR8WB2_01_01_01']
1238	snow field	1	['snow field']
1239	YBC-II_artificial_seawater	1	['YBC-II_artificial_seawater']
1240	marine water-6	1	['marine water-6']
1241	marine water-25	1	['marine water-25']
1242	marine water-32	1	['marine water-32']
1243	laboratory-3	1	['laboratory-3']
1244	mine service water	1	['mine service water']
1245	sediment(AS02 subsample-2)	1	['sediment(AS02 subsample-2)']
1246	sediment(AS03 subsample-1)	1	['sediment(AS03 subsample-1)']
1247	sediment(AS03 subsample-2)	1	['sediment(AS03 subsample-2)']
1248	sediment(AS03 subsample-3)	1	['sediment(AS03 subsample-3)']
1249	Stillwater	1	['Stillwater']
1250	basal ice	1	['basal ice']
1251	brine production water	1	['brine production water']
1252	seawater/brine transition zone upper halocline rep 2	1	['seawater/brine transition zone upper halocline rep 2']
1253	seawater/brine transition zone lower halocline rep 2	1	['seawater/brine transition zone lower halocline rep 2']
1254	rhizosphere_8	1	['rhizosphere_8']
1255	coastal sea water [ENVO:00002611]	1	['coastal sea water [ENVO:00002611]']
1256	hot water	1	['hot water']
1257	Ganga River	1	['Ganga River']
1258	pore water [ENVO:2017081503]	1	['pore water [ENVO:2017081503]']
1259	pore water [ENVO:2017081506]	1	['pore water [ENVO:2017081506]']
1260	pore water [ENVO:2017081512]	1	['pore water [ENVO:2017081512]']
1261	pore water [ENVO:2018051509]	1	['pore water [ENVO:2018051509]']
1262	Sterile water	1	['Sterile water']
1263	surface snow water	1	['surface snow water']
1264	hydrothermal fluid	1	['hydrothermal fluid']
1265	Pearl River surface water	1	['Pearl River surface water']
1266	pore water [ENVO:2017081508]	1	['pore water [ENVO:2017081508]']
1267	pore water [ENVO:2017111501]	1	['pore water [ENVO:2017111501]']
1268	pore water [ENVO:2017111503]	1	['pore water [ENVO:2017111503]']
1269	pore water [ENVO:2017111504]	1	['pore water [ENVO:2017111504]']
1270	pore water [ENVO:2017111510]	1	['pore water [ENVO:2017111510]']
1271	extraction blank 2	1	['extraction blank 2']
1272	ENVO:00002008	1	['ENVO:00002008']
1273	ENVO:00002014	1	['ENVO:00002014']
1274	ENVO:00002028	1	['ENVO:00002028']
1275	ENVO:00002050	1	['ENVO:00002050']
1276	water body	1	['water body']
1277	episammic biofilm	1	['episammic biofilm']
1278	Meteoric Ice	1	['Meteoric Ice']
1279	Still water	1	['Still water']
1280	Alga	1	['Alga']
1281	pore water [ENVO:2018051501]	1	['pore water [ENVO:2018051501]']
1282	pore water [ENVO:2018051511]	1	['pore water [ENVO:2018051511]']
1283	pore water [ENVO:2017111506]	1	['pore water [ENVO:2017111506]']
1284	pore water [ENVO:2017111507]	1	['pore water [ENVO:2017111507]']
1285	extraction blank 1	1	['extraction blank 1']
1286	ENVO:00002024	1	['ENVO:00002024']
1287	ENVO:00002026	1	['ENVO:00002026']
1288	ENVO:00002054	1	['ENVO:00002054']
1289	surface sea wate	1	['surface sea wate']
1290	flowing water	1	['flowing water']
1291	marine reef biome	1	['marine reef biome']
1292	Produced water	1	['Produced water']
1293	Artificial seawater	1	['Artificial seawater']
1294	ground water [ENVO:00002041]	1	['ground water [ENVO:00002041]']
1295	Surface layer of AR1	1	['Surface layer of AR1']
1296	Surface layer of AR2	1	['Surface layer of AR2']
1297	seawater/brine transition zone lower halocline rep 1	1	['seawater/brine transition zone lower halocline rep 1']
1298	Deep Hypersaline Anoxic Basin	1	['Deep Hypersaline Anoxic Basin']
1299	channel sediment middle	1	['channel sediment middle']
1300	lake sediment [ENVO:00000546]	1	['lake sediment [ENVO:00000546]']
1301	Hand Pump Water	1	['Hand Pump Water']
1302	ENVO:00002020	1	['ENVO:00002020']
1303	ENVO:00002032	1	['ENVO:00002032']
1304	ENVO:00002040	1	['ENVO:00002040']
1305	ENVO:00002056	1	['ENVO:00002056']
1306	Bottom water and sediment	1	['Bottom water and sediment']
1307	Produced water [AR-EMMR-02]	1	['Produced water [AR-EMMR-02]']
1308	seawater biome	1	['seawater biome']
1309	low temperature hydrothermal fluids	1	['low temperature hydrothermal fluids']
1310	coastal sea water [ENVO:00002626]	1	['coastal sea water [ENVO:00002626]']
1311	coastal sea water [ENVO:00002633]	1	['coastal sea water [ENVO:00002633]']
1312	coastal sea water [ENVO:00002634]	1	['coastal sea water [ENVO:00002634]']
1313	coastal sea water [ENVO:00002635]	1	['coastal sea water [ENVO:00002635]']
1314	coastal sea water [ENVO:00002646]	1	['coastal sea water [ENVO:00002646]']
1315	coastal sea water [ENVO:00002647]	1	['coastal sea water [ENVO:00002647]']
1316	coastal sea water [ENVO:00002660]	1	['coastal sea water [ENVO:00002660]']
1317	coastal sea water [ENVO:00002689]	1	['coastal sea water [ENVO:00002689]']
1318	coastal sea water [ENVO:00002690]	1	['coastal sea water [ENVO:00002690]']
1319	coastal sea water [ENVO:00002698]	1	['coastal sea water [ENVO:00002698]']
1320	coastal sea water [ENVO:00002707]	1	['coastal sea water [ENVO:00002707]']
1321	coastal sea water [ENVO:00002711]	1	['coastal sea water [ENVO:00002711]']
1322	coastal sea water [ENVO:00002715]	1	['coastal sea water [ENVO:00002715]']
1323	coastal sea water [ENVO:00002717]	1	['coastal sea water [ENVO:00002717]']
1324	coastal sea water [ENVO:00002734]	1	['coastal sea water [ENVO:00002734]']
1325	coastal sea water [ENVO:00002740]	1	['coastal sea water [ENVO:00002740]']
1326	coastal sea water [ENVO:00002757]	1	['coastal sea water [ENVO:00002757]']
1327	coastal sea water [ENVO:00002758]	1	['coastal sea water [ENVO:00002758]']
1328	coastal sea water [ENVO:00002762]	1	['coastal sea water [ENVO:00002762]']
1329	coastal sea water [ENVO:00002775]	1	['coastal sea water [ENVO:00002775]']
1330	coastal sea water [ENVO:00002776]	1	['coastal sea water [ENVO:00002776]']
1331	coastal sea water [ENVO:00002786]	1	['coastal sea water [ENVO:00002786]']
1332	coastal sea water [ENVO:00002790]	1	['coastal sea water [ENVO:00002790]']
1333	coastal sea water [ENVO:00002796]	1	['coastal sea water [ENVO:00002796]']
1334	pond_6	1	['pond_6']
1335	pond_8	1	['pond_8']
1336	pond_9	1	['pond_9']
1337	sediment2	1	['sediment2']
1338	enrichment culturing unit [ENVO:01001818]	1	['enrichment culturing unit [ENVO:01001818]']
1339	"=IF(H73=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H73=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1340	"=IF(H76=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H76=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1341	"=IF(H87=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H87=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1342	"=IF(H110=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H110=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1343	"=IF(H112=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H112=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1344	"=IF(H116=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H116=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1345	"=IF(H118=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H118=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1346	"=IF(H126=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H126=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1347	"=IF(H137=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H137=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1348	"=IF(H141=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H141=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1349	"=IF(H161=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H161=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1350	"=IF(H178=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H178=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1351	"=IF(H181=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H181=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1352	"=IF(H184=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H184=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1353	"=IF(H192=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H192=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1354	"=IF(H196=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H196=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1355	"=IF(H201=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H201=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1356	"=IF(H209=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H209=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1357	"=IF(H212=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H212=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1358	"=IF(H216=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H216=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1359	"=IF(H223=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H223=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1360	"=IF(H226=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H226=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1361	"=IF(H263=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H263=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1362	"=IF(H266=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H266=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1363	"=IF(H267=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H267=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1364	"=IF(H268=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H268=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1365	"=IF(H274=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H274=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1366	"=IF(H281=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H281=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1367	"=IF(H285=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H285=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1368	"=IF(H287=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H287=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1369	LT	1	['LT']
1370	TB	1	['TB']
1371	GGQ.A	1	['GGQ.A']
1372	MW.A	1	['MW.A']
1373	NZD1	1	['NZD1']
1374	JH.1	1	['JH.1']
1375	ML	1	['ML']
1376	B.LT	1	['B.LT']
1377	shrimp pond water 5	1	['shrimp pond water 5']
1378	shrimp pond water 10	1	['shrimp pond water 10']
1379	shrimp pond water 11	1	['shrimp pond water 11']
1380	sea water 2	1	['sea water 2']
1381	HB3 water	1	['HB3 water']
1382	ZSK22 water	1	['ZSK22 water']
1383	stromatolite mat	1	['stromatolite mat']
1384	sediment_3	1	['sediment_3']
1385	ENVR1WB3_01_01_01	1	['ENVR1WB3_01_01_01']
1386	ENVR2WA3_01_01_01	1	['ENVR2WA3_01_01_01']
1387	ENVR4WB1_01_01_01	1	['ENVR4WB1_01_01_01']
1388	ENVR7WB2_01_01_01	1	['ENVR7WB2_01_01_01']
1389	aquarium water	1	['aquarium water']
1390	marine water-2	1	['marine water-2']
1391	marine water-3	1	['marine water-3']
1392	marine water-10	1	['marine water-10']
1393	marine water-16	1	['marine water-16']
1394	marine water-27	1	['marine water-27']
1395	Coremud	1	['Coremud']
1396	Tissue	1	['Tissue']
1397	microbial mat core samples	1	['microbial mat core samples']
1398	rock	1	['rock']
1399	ENVO:00000015	1	['ENVO:00000015']
1400	pore water [ENVO:2017081504]	1	['pore water [ENVO:2017081504]']
1401	pore water [ENVO:2017081509]	1	['pore water [ENVO:2017081509]']
1402	pore water [ENVO:2018051506]	1	['pore water [ENVO:2018051506]']
1403	pore water [ENVO:2017111502]	1	['pore water [ENVO:2017111502]']
1404	pore water [ENVO:2017111511]	1	['pore water [ENVO:2017111511]']
1405	mock community 1	1	['mock community 1']
1406	mock community 2	1	['mock community 2']
1407	ENVO:00002012	1	['ENVO:00002012']
1408	ENVO:00002022	1	['ENVO:00002022']
1409	Lake-water	1	['Lake-water']
1410	synthetic reduced basalt	1	['synthetic reduced basalt']
1411	Marine sea water	1	['Marine sea water']
1412	ENVO:00000428	1	['ENVO:00000428']
1413	channel sediment up	1	['channel sediment up']
1414	Fish Pond Water	1	['Fish Pond Water']
1415	rhizosphere_4	1	['rhizosphere_4']
1416	rhizosphere_9	1	['rhizosphere_9']
1417	PCR Negative Control	1	['PCR Negative Control']
1418	coastal sea water [ENVO:00002610]	1	['coastal sea water [ENVO:00002610]']
1419	coastal sea water [ENVO:00002618]	1	['coastal sea water [ENVO:00002618]']
1420	coastal sea water [ENVO:00002624]	1	['coastal sea water [ENVO:00002624]']
1421	coastal sea water [ENVO:00002636]	1	['coastal sea water [ENVO:00002636]']
1422	coastal sea water [ENVO:00002650]	1	['coastal sea water [ENVO:00002650]']
1423	coastal sea water [ENVO:00002652]	1	['coastal sea water [ENVO:00002652]']
1424	coastal sea water [ENVO:00002663]	1	['coastal sea water [ENVO:00002663]']
1425	coastal sea water [ENVO:00002670]	1	['coastal sea water [ENVO:00002670]']
1426	coastal sea water [ENVO:00002672]	1	['coastal sea water [ENVO:00002672]']
1427	coastal sea water [ENVO:00002684]	1	['coastal sea water [ENVO:00002684]']
1428	coastal sea water [ENVO:00002688]	1	['coastal sea water [ENVO:00002688]']
1429	coastal sea water [ENVO:00002694]	1	['coastal sea water [ENVO:00002694]']
1430	coastal sea water [ENVO:00002700]	1	['coastal sea water [ENVO:00002700]']
1431	coastal sea water [ENVO:00002719]	1	['coastal sea water [ENVO:00002719]']
1432	coastal sea water [ENVO:00002728]	1	['coastal sea water [ENVO:00002728]']
1433	coastal sea water [ENVO:00002735]	1	['coastal sea water [ENVO:00002735]']
1434	coastal sea water [ENVO:00002741]	1	['coastal sea water [ENVO:00002741]']
1435	coastal sea water [ENVO:00002753]	1	['coastal sea water [ENVO:00002753]']
1436	coastal sea water [ENVO:00002763]	1	['coastal sea water [ENVO:00002763]']
1437	coastal sea water [ENVO:00002764]	1	['coastal sea water [ENVO:00002764]']
1438	coastal sea water [ENVO:00002766]	1	['coastal sea water [ENVO:00002766]']
1439	coastal sea water [ENVO:00002767]	1	['coastal sea water [ENVO:00002767]']
1440	coastal sea water [ENVO:00002774]	1	['coastal sea water [ENVO:00002774]']
1441	coastal sea water [ENVO:00002780]	1	['coastal sea water [ENVO:00002780]']
1442	coastal sea water [ENVO:00002784]	1	['coastal sea water [ENVO:00002784]']
1443	coastal sea water [ENVO:00002785]	1	['coastal sea water [ENVO:00002785]']
1444	coastal sea water [ENVO:00002787]	1	['coastal sea water [ENVO:00002787]']
1445	coastal sea water [ENVO:00002798]	1	['coastal sea water [ENVO:00002798]']
1446	coastal sea water [ENVO:00002805]	1	['coastal sea water [ENVO:00002805]']
1447	ENVO_03605009	1	['ENVO_03605009']
1448	pond_1	1	['pond_1']
1449	pond_4	1	['pond_4']
1450	pond_7	1	['pond_7']
1451	water1	1	['water1']
1452	water2	1	['water2']
1453	"=IF(H69=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H69=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1454	"=IF(H70=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H70=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1455	"=IF(H80=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H80=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1456	"=IF(H93=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H93=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1457	"=IF(H96=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H96=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1458	"=IF(H97=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H97=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1459	"=IF(H102=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H102=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1460	"=IF(H140=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H140=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1461	"=IF(H160=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H160=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1462	"=IF(H163=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H163=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1463	"=IF(H176=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H176=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1464	"=IF(H185=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H185=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1465	"=IF(H218=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H218=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1466	"=IF(H222=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H222=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1467	"=IF(H230=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H230=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1468	"=IF(H231=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H231=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1469	"=IF(H236=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H236=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1470	"=IF(H272=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H272=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1471	"=IF(H277=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H277=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1472	"=IF(H278=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H278=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1473	"=IF(H286=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H286=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1474	"=IF(H288=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H288=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1475	"=IF(H289=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H289=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1476	"=IF(H292=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")"	1	"['=IF(H292=""Tissue"",""coral reef [ENVO:00000150]"",""sea water [ENVO: 00002149]"")']"
1477	GLB.1	1	['GLB.1']
1478	B.WNL	1	['B.WNL']
1479	B.Mwei.C	1	['B.Mwei.C']
1480	B.GLB.1	1	['B.GLB.1']
1481	B.ML	1	['B.ML']
1482	HB2 water	1	['HB2 water']
1483	HXD3 water	1	['HXD3 water']
1484	ZSK21 water	1	['ZSK21 water']
1485	river	1	['river']
1486	slightly saline water	1	['slightly saline water']
1487	Lake soil [AS-AR-EMMR-02]	1	['Lake soil [AS-AR-EMMR-02]']
1488	Bulk Net Tow	1	['Bulk Net Tow']
1489	Cellular	1	['Cellular']
1490	ENVR3WA1_01_01_01	1	['ENVR3WA1_01_01_01']
1491	ENVR3WB3_01_01_01	1	['ENVR3WB3_01_01_01']
1492	ENVR4WA3_01_01_01	1	['ENVR4WA3_01_01_01']
1493	ENVR8WB1_01_01_01	1	['ENVR8WB1_01_01_01']
1494	Genomic DNA	1	['Genomic DNA']
1495	Water and sediment	1	['Water and sediment']
1496	BasaltEnriched	1	['BasaltEnriched']
1497	Pyrrho_Sphae	1	['Pyrrho_Sphae']
1498	marine water-29	1	['marine water-29']
1499	filtered samples from chemocline	1	['filtered samples from chemocline']
1500	chimney biofilm	1	['chimney biofilm']
1501	whale bone	1	['whale bone']
1502	plastics	1	['plastics']
1503	sediment(AS02 subsample-3)	1	['sediment(AS02 subsample-3)']
1504	estuarine water [ENVO:01000302]	1	['estuarine water [ENVO:01000302]']
1505	estuarine water [ENVO:01000304]	1	['estuarine water [ENVO:01000304]']
1506	ENVO:0000052|ENVO:00000019	1	['ENVO:0000052', 'ENVO:00000019']
1507	Gut of Megalobrama terminalis and Water	1	['Gut of Megalobrama terminalis and Water']
1508	Fish Farm water	1	['Fish Farm water']
1509	ENVO:00002163	1	['ENVO:00002163']
1510	curing water	1	['curing water']
1511	coastal seawater [EVO:000002150]	1	['coastal seawater [EVO:000002150]']
1512	beach	1	['beach']
1513	bottles_and_filters	1	['bottles_and_filters']
1514	coastal sea water [ENVO:00002631]	1	['coastal sea water [ENVO:00002631]']
